Zipcode,State,City,Lat,Long
20530,DC,WASHINGTON,38.89,-77.03
20531,DC,WASHINGTON,38.89,-77.03
20532,DC,WASHINGTON,38.89,-77.03
20533,DC,WASHINGTON,38.89,-77.03
20534,DC,WASHINGTON,38.89,-77.03
20535,DC,WASHINGTON,38.89,-77.03
20536,DC,WASHINGTON,38.89,-77.03
20537,DC,WASHINGTON,38.89,-77.03
20538,DC,WASHINGTON,38.89,-77.03
20539,DC,WASHINGTON,38.89,-77.03
20540,DC,WASHINGTON,38.89,-77.03
20541,DC,WASHINGTON,38.89,-77.03
20542,DC,WASHINGTON,38.89,-77.03
20543,DC,WASHINGTON,38.89,-77.03
20544,DC,WASHINGTON,38.89,-77.03
20546,DC,WASHINGTON,38.89,-77.03
20547,DC,WASHINGTON,38.89,-77.03
20548,DC,WASHINGTON,38.89,-77.03
20549,DC,WASHINGTON,38.89,-77.03
20551,DC,WASHINGTON,38.89,-77.03
20552,DC,WASHINGTON,38.89,-77.03
20553,DC,WASHINGTON,38.89,-77.03
20554,DC,WASHINGTON,38.89,-77.03
20555,DC,WASHINGTON,38.89,-77.03
20557,DC,WASHINGTON,38.89,-77.03
20558,DC,WASHINGTON,38.89,-77.03
20559,DC,WASHINGTON,38.89,-77.03
20560,DC,WASHINGTON,38.89,-77.03
20565,DC,WASHINGTON,38.89,-77.03
20566,DC,WASHINGTON,38.89,-77.03
20570,DC,WASHINGTON,38.89,-77.03
20571,DC,WASHINGTON,38.89,-77.03
20572,DC,WASHINGTON,38.89,-77.03
20573,DC,WASHINGTON,38.89,-77.03
20575,DC,WASHINGTON,38.89,-77.03
20576,DC,WASHINGTON,38.89,-77.03
20577,DC,WASHINGTON,38.89,-77.03
20578,DC,WASHINGTON,38.89,-77.03
20579,DC,WASHINGTON,38.89,-77.03
20580,DC,WASHINGTON,38.89,-77.03
20581,DC,WASHINGTON,38.89,-77.03
20585,DC,WASHINGTON,38.89,-77.03
20586,DC,WASHINGTON,38.89,-77.03
20590,DC,WASHINGTON,38.89,-77.03
20591,DC,WASHINGTON,38.89,-77.03
20593,DC,WASHINGTON,38.89,-77.03
20594,DC,WASHINGTON,38.89,-77.03
20597,DC,WASHINGTON,38.89,-77.03
20599,DC,WASHINGTON,38.89,-77.03
20810,MD,BETHESDA,38.97,-77.1
20811,MD,BETHESDA,38.97,-77.1
20889,MD,BETHESDA,38.98,-77.12
20892,MD,BETHESDA,38.98,-77.12
20894,MD,BETHESDA,38.98,-77.12
20799,MD,CAPITOL HEIGHTS,38.87,-76.9
20742,MD,COLLEGE PARK,38.99,-76.93
20899,MD,GAITHERSBURG,39.14,-77.21
20771,MD,GREENBELT,38.99,-76.88
20697,MD,SOUTHERN MD FACILITY,39.03,-76.9
20790,MD,CAPITOL HEIGHTS,38.87,-76.9
20797,MD,SOUTHERN MD FACILITY,39.03,-76.9
20857,MD,ROCKVILLE,39.08,-77.15
20993,MD,SILVER SPRING,39.03,-76.98
20997,MD,SILVER SPRING,39.01,-77.02
20897,MD,SUBURB MARYLAND FAC,39.08,-77.05
20588,MD,DHS,38.74,-76.85
20598,VA,DHS,38.86,-77.05
21411,MD,ANNAPOLIS,38.97,-76.5
21412,MD,ANNAPOLIS,38.97,-76.5
21235,MD,BALTIMORE,39.3,-76.61
21241,MD,BALTIMORE,39.3,-76.61
21250,MD,BALTIMORE,39.3,-76.61
21251,MD,BALTIMORE,39.3,-76.61
21252,MD,TOWSON,39.3,-76.61
21263,MD,BALTIMORE,39.3,-76.61
21264,MD,BALTIMORE,39.3,-76.61
21273,MD,BALTIMORE,39.3,-76.61
21275,MD,BALTIMORE,39.3,-76.61
21278,MD,BALTIMORE,39.3,-76.61
21279,MD,BALTIMORE,39.3,-76.61
21280,MD,BALTIMORE,39.3,-76.61
21287,MD,BALTIMORE,39.3,-76.61
21288,MD,BALTIMORE,39.3,-76.61
21289,MD,BALTIMORE,39.3,-76.61
21290,MD,BALTIMORE,39.3,-76.61
21298,MD,BALTIMORE,39.3,-76.61
21690,MD,CHESTERTOWN,39.21,-76.07
21065,MD,HUNT VALLEY,39.49,-76.65
21709,MD,FREDERICK,39.42,-77.41
21062,MD,GLEN BURNIE,39.16,-76.6
21746,MD,HAGERSTOWN,39.63,-77.71
21748,MD,HAGERSTOWN,39.63,-77.71
21749,MD,HAGERSTOWN,39.63,-77.71
21890,MD,WESTOVER,38.12,-75.7
22333,VA,ALEXANDRIA,38.82,-77.08
22334,VA,ALEXANDRIA,38.82,-77.08
22350,VA,ALEXANDRIA,48.31,-2.12
22212,VA,ARLINGTON,38.87,-77.1
22217,VA,ARLINGTON,38.87,-77.1
22222,VA,ARLINGTON,38.87,-77.1
22225,VA,ARLINGTON,38.87,-77.1
22226,VA,ARLINGTON,38.87,-77.1
22227,VA,ARLINGTON,38.87,-77.1
22230,VA,ARLINGTON,38.87,-77.1
22240,VA,ARLINGTON,38.87,-77.1
22241,VA,ARLINGTON,38.87,-77.1
22242,VA,ARLINGTON,38.87,-77.1
22243,VA,ARLINGTON,38.87,-77.1
22244,VA,ARLINGTON,38.87,-77.1
22245,VA,ARLINGTON,38.87,-77.1
22246,VA,ARLINGTON,38.87,-77.1
20149,VA,ASHBURN,39.04,-77.48
20101,VA,DULLES,38.92,-77.35
20102,VA,DULLES,38.92,-77.35
20103,VA,DULLES,38.92,-77.35
20104,VA,DULLES,38.92,-77.35
22037,VA,FAIRFAX,38.85,-77.29
20192,VA,HERNDON,38.96,-77.38
20196,VA,RESTON,38.95,-77.34
22095,VA,HERNDON,38.96,-77.38
22096,VA,RESTON,38.95,-77.34
22107,VA,MC LEAN,38.93,-77.18
22108,VA,MC LEAN,38.93,-77.18
22109,VA,MC LEAN,38.94,-77.19
22082,VA,MERRIFIELD,38.87,-77.24
22119,VA,MERRIFIELD,38.87,-77.24
22135,VA,QUANTICO,38.52,-77.29
22118,VA,MERRIFIELD,38.87,-77.24
22156,VA,SPRINGFIELD,38.78,-77.17
22158,VA,SPRINGFIELD,38.78,-77.17
22159,VA,SPRINGFIELD,38.78,-77.17
22160,VA,SPRINGFIELD,38.78,-77.17
22161,VA,SPRINGFIELD,38.78,-77.17
22185,VA,VIENNA,38.9,-77.26
22428,VA,BOWLING GREEN,38.04,-77.35
22907,VA,CHARLOTTESVILLE,38.03,-78.48
22908,VA,CHARLOTTESVILLE,38.03,-78.48
22909,VA,CHARLOTTESVILLE,38.03,-78.48
22910,VA,CHARLOTTESVILLE,38.03,-78.48
23326,VA,CHESAPEAKE,36.67,-76.3
23909,VA,FARMVILLE,37.29,-78.39
22412,VA,FREDERICKSBURG,38.29,-77.48
23630,VA,HAMPTON,37.04,-76.29
23667,VA,HAMPTON,37.04,-76.29
23668,VA,HAMPTON,37.04,-76.29
23681,VA,HAMPTON,37.04,-76.29
22807,VA,HARRISONBURG,38.43,-78.87
23870,VA,JARRATT,36.81,-77.47
23628,VA,NEWPORT NEWS,37.07,-76.51
23512,VA,NORFOLK,36.84,-76.28
23515,VA,NORFOLK,36.84,-76.28
23529,VA,NORFOLK,36.84,-76.28
23551,VA,NORFOLK,36.84,-76.28
23806,VA,VIRGINIA STATE UNIVERSITY,37.2,-77.39
23173,VA,UNIVERSITY OF RICHMOND,37.57,-77.53
23249,VA,RICHMOND,37.55,-77.46
23269,VA,RICHMOND,37.55,-77.46
23273,VA,HENRICO,37.55,-77.46
23274,VA,RICHMOND,37.55,-77.46
23276,VA,RICHMOND,37.55,-77.46
23278,VA,RICHMOND,37.55,-77.46
23279,VA,RICHMOND,37.55,-77.46
23282,VA,RICHMOND,37.55,-77.46
23286,VA,RICHMOND,37.55,-77.46
23288,VA,HENRICO,37.55,-77.46
23289,VA,RICHMOND,37.55,-77.46
23290,VA,RICHMOND,37.55,-77.46
23291,VA,RICHMOND,37.55,-77.46
23292,VA,RICHMOND,37.55,-77.46
23293,VA,RICHMOND,37.55,-77.46
23295,VA,RICHMOND,37.55,-77.45
23297,VA,RICHMOND,37.55,-77.46
23463,VA,VIRGINIA BEACH,36.73,-76.04
23465,VA,VIRGINIA BEACH,36.73,-76.04
23479,VA,VIRGINIA BEACH,36.73,-76.04
23891,VA,WAVERLY,37.03,-77.09
23186,VA,WILLIAMSBURG,37.27,-76.7
28608,NC,BOONE,36.2,-81.66
27599,NC,CHAPEL HILL,35.92,-79.04
27708,NC,DURHAM,35.98,-78.91
27710,NC,DURHAM,35.98,-78.91
27711,NC,DURHAM,35.98,-78.91
27411,NC,GREENSBORO,36.07,-79.82
27412,NC,GREENSBORO,36.07,-79.82
27413,NC,GREENSBORO,36.07,-79.82
27497,NC,GREENSBORO,36.07,-79.95
27498,NC,GREENSBORO,36.07,-79.82
27499,NC,GREENSBORO,36.07,-79.82
28633,NC,LENOIR,35.9,-81.53
27294,NC,LEXINGTON,35.8,-80.25
28656,NC,NORTH WILKESBORO,36.16,-81.14
27634,NC,RALEIGH,35.82,-78.65
27635,NC,RALEIGH,35.82,-78.65
27640,NC,RALEIGH,35.82,-78.65
27656,NC,RALEIGH,35.82,-78.65
27668,NC,RALEIGH,35.82,-78.65
27690,NC,RALEIGH,35.82,-78.65
27695,NC,RALEIGH,35.82,-78.65
27697,NC,RALEIGH,35.82,-78.65
27698,NC,RALEIGH,35.82,-78.65
27699,NC,RALEIGH,35.82,-78.65
27815,NC,ROCKY MOUNT,35.92,-77.67
27094,NC,RURAL HALL,36.23,-80.29
27098,NC,RURAL HALL,36.23,-80.29
27099,NC,RURAL HALL,36.23,-80.29
27110,NC,WINSTON SALEM,36.1,-80.24
27111,NC,WINSTON SALEM,36.1,-80.24
27150,NC,WINSTON SALEM,36.1,-80.24
27152,NC,WINSTON SALEM,36.1,-80.24
27155,NC,WINSTON SALEM,36.1,-80.24
27157,NC,WINSTON SALEM,36.1,-80.24
27198,NC,WINSTON SALEM,36.1,-80.24
27199,NC,WINSTON SALEM,36.1,-80.24
28223,NC,CHARLOTTE,35.19,-80.83
28228,NC,CHARLOTTE,35.19,-80.83
28242,NC,CHARLOTTE,35.19,-80.83
28243,NC,CHARLOTTE,35.19,-80.83
28250,NC,CHARLOTTE,35.19,-80.83
28253,NC,CHARLOTTE,35.19,-80.83
28255,NC,CHARLOTTE,35.19,-80.83
28258,NC,CHARLOTTE,35.19,-80.83
28263,NC,CHARLOTTE,35.21,-80.69
28274,NC,CHARLOTTE,35.19,-80.83
28288,NC,CHARLOTTE,35.19,-80.83
28289,NC,CHARLOTTE,35.19,-80.83
28290,NC,CHARLOTTE,35.19,-80.83
28296,NC,CHARLOTTE,35.19,-80.83
28310,NC,FORT BRAGG,35.13,-79
28410,NC,WILMINGTON,34.21,-77.91
29722,SC,LANCASTER,34.72,-80.77
29733,SC,ROCK HILL,34.93,-81.02
29409,SC,CHARLESTON,32.78,-79.99
29424,SC,CHARLESTON,32.78,-79.99
29425,SC,CHARLESTON,32.78,-79.99
29632,SC,CLEMSON,34.68,-82.81
29634,SC,CLEMSON,34.68,-82.81
29208,SC,COLUMBIA,34,-81.03
29214,SC,COLUMBIA,34,-81.03
29215,SC,COLUMBIA,34,-81.03
29216,SC,COLUMBIA,34,-81.03
29217,SC,COLUMBIA,34,-81.03
29218,SC,COLUMBIA,34,-81.03
29219,SC,COLUMBIA,34,-81.03
29220,SC,COLUMBIA,34,-81.03
29225,SC,COLUMBIA,34,-81.03
29226,SC,COLUMBIA,34,-81.03
29227,SC,COLUMBIA,34,-81.03
29613,SC,GREENVILLE,34.83,-82.37
29614,SC,GREENVILLE,34.83,-82.37
29647,SC,GREENWOOD,34.19,-82.15
29695,SC,HODGES,34.28,-82.24
29395,SC,JONESVILLE,34.84,-81.68
29117,SC,ORANGEBURG,33.49,-80.86
29319,SC,SPARTANBURG,34.94,-81.92
30602,GA,ATHENS,33.95,-83.39
30609,GA,ATHENS,33.95,-83.39
30322,GA,ATLANTA,33.79,-84.32
30330,GA,ATLANTA,33.7,-84.43
30332,GA,ATLANTA,33.76,-84.42
30368,GA,ATLANTA,33.76,-84.42
30375,GA,ATLANTA,33.77,-84.38
30380,GA,ATLANTA,33.64,-84.39
30384,GA,ATLANTA,33.89,-84.45
30385,GA,ATLANTA,33.76,-84.42
30388,GA,ATLANTA,33.76,-84.42
30396,GA,ATLANTA,33.64,-84.39
30398,GA,ATLANTA,33.64,-84.39
31136,GA,ATLANTA,33.72,-84.58
31192,GA,ATLANTA,33.76,-84.42
31193,GA,ATLANTA,33.76,-84.42
31195,GA,ATLANTA,33.76,-84.42
31196,GA,ATLANTA,33.76,-84.42
39901,GA,ATLANTA,33.76,-84.42
30118,GA,CARROLLTON,33.58,-85.07
30119,GA,CARROLLTON,33.58,-85.07
30599,GA,COMMERCE,34.2,-83.46
30597,GA,DAHLONEGA,34.53,-83.98
30098,GA,DULUTH,34,-84.15
30099,GA,DULUTH,34,-84.15
30270,GA,PEACHTREE CITY,33.4,-84.6
31169,GA,PEACHTREE CITY,33.38,-84.79
31144,GA,KENNESAW,34.02,-84.61
30063,GA,MARIETTA,33.95,-84.54
30069,GA,MARIETTA,33.95,-84.54
56901,DC,PARCEL RETURN SERVICE,38.9,-77.04
56902,DC,PARCEL RETURN SERVICE,38.89,-77.03
56904,DC,PARCEL RETURN SERVICE,38.89,-77.03
56915,DC,PARCEL RETURN SERVICE,38.92,-76.99
56920,DC,PARCEL RETURN SERVICE,38.9,-77.04
56933,DC,PARCEL RETURN SERVICE,38.86,-76.99
56944,DC,PARCEL RETURN SERVICE,38.86,-76.99
56945,DC,PARCEL RETURN SERVICE,38.89,-77.03
56950,DC,PARCEL RETURN SERVICE,38.89,-77.03
56965,DC,PARCEL RETURN SERVICE,38.89,-77.03
56972,DC,PARCEL RETURN SERVICE,38.86,-76.99
1133,MA,SPRINGFIELD,42.1,-72.59
1806,MA,WOBURN,42.47,-71.15
1808,MA,WOBURN,42.5,-71.12
2207,MA,BOSTON,42.35,-71.05
2216,MA,BOSTON,42.34,-71.07
2239,MA,CAMBRIDGE,42.36,-71.1
6386,CT,WATERFORD,41.33,-72.13
6454,CT,MERIDEN,41.54,-72.8
6832,CT,GREENWICH,41.02,-73.62
6842,CT,NEW CANAAN,41.14,-73.49
7182,NJ,NEWARK,40.73,-74.17
7194,NJ,NEWARK,40.73,-74.17
7477,NJ,WAYNE,40.92,-74.27
7983,NJ,WHIPPANY,40.82,-74.41
8922,NJ,NEW BRUNSWICK,40.48,-74.45
8988,NJ,NEW BRUNSWICK,40.45,-74.48
10046,NY,NEW YORK,40.71,-74.01
10047,NY,NEW YORK,40.71,-74.01
10072,NY,NEW YORK,40.75,-73.99
10079,NY,NEW YORK,40.71,-74
10082,NY,NEW YORK,40.77,-73.98
10094,NY,NEW YORK,40.71,-74
10096,NY,NEW YORK,40.71,-74
10149,NY,NEW YORK,40.76,-73.98
10184,NY,NEW YORK,40.71,-74
10196,NY,NEW YORK,40.71,-74
10197,NY,NEW YORK,40.71,-74
10557,NY,MOUNT VERNON,40.9,-73.82
10558,NY,MOUNT VERNON,40.9,-73.82
10571,NY,PLEASANTVILLE,41.13,-73.79
10572,NY,PLEASANTVILLE,41.13,-73.79
10943,NY,MIDDLETOWN,41.44,-74.42
11025,NY,GREAT NECK,40.8,-73.72
11041,NY,NEW HYDE PARK,40.73,-73.68
11043,NY,NEW HYDE PARK,40.73,-73.68
11044,NY,NEW HYDE PARK,40.73,-73.68
11099,NY,NEW HYDE PARK,40.73,-73.68
11244,NY,BROOKLYN,40.68,-73.99
11248,NY,BROOKLYN,40.69,-73.99
11254,NY,BROOKLYN,40.69,-73.99
11255,NY,BROOKLYN,40.69,-73.98
11536,NY,GARDEN CITY,40.67,-73.7
11592,NY,ROCKVILLE CENTER,40.75,-73.57
11594,NY,WESTBURY,40.75,-73.58
11595,NY,WESTBURY,40.75,-73.58
11597,NY,WESTBURY,40.75,-73.58
11750,NY,HUNTINGTON STATION,40.83,-73.37
11774,NY,FARMINGDALE,40.73,-73.44
11855,NY,HICKSVILLE,40.76,-73.52
14645,NY,ROCHESTER,43.15,-77.6
14664,NY,ROCHESTER,43.15,-77.6
14673,NY,ROCHESTER,43.15,-77.6
14683,NY,ROCHESTER,43.15,-77.6
15263,PA,PITTSBURGH,40.44,-79.98
15266,PA,PITTSBURGH,40.44,-79.99
15285,PA,PITTSBURGH,40.44,-79.99
16215,PA,KITTANNING,40.81,-79.52
16532,PA,ERIE,42.11,-80.02
16533,PA,ERIE,42.11,-80.02
19488,PA,NORRISTOWN,40.09,-75.37
19489,PA,NORRISTOWN,40.1,-75.47
19640,PA,READING,40.36,-75.91
19887,DE,WILMINGTON,39.81,-75.5
19889,DE,WILMINGTON,39.74,-75.54
20193,VA,RESTON,38.93,-77.34
20199,VA,DULLES,39,-77.45
21098,MD,HANOVER,39.19,-76.72
27151,NC,WINSTON-SALEM,36.11,-80.24
27156,NC,WINSTON-SALEM,36.14,-80.22
27220,NC,BURLINGTON,36.02,-79.48
27321,NC,REIDSVILLE,36.35,-79.66
27322,NC,REIDSVILLE,36.35,-79.66
27480,NC,GREENSBORO,36.07,-79.79
28674,NC,NORTH WILKESBORO,36.15,-81.14
29390,SC,DUNCAN,34.93,-82.14
29391,SC,DUNCAN,34.93,-82.14
29698,SC,GREENVILLE,34.91,-82.09
30386,GA,ATLANTA,33.64,-84.39
30387,GA,ATLANTA,33.74,-84.38
30389,GA,ATLANTA,33.74,-84.38
30390,GA,ATLANTA,33.74,-84.38
30399,GA,ATLANTA,33.74,-84.38
30596,GA,ALTO,34.44,-83.59
31191,GA,ATLANTA,33.79,-84.44
31197,GA,ATLANTA,33.74,-84.38
31198,GA,ATLANTA,33.74,-84.38
31199,GA,ATLANTA,33.74,-84.38
32290,FL,JACKSONVILLE,30.33,-81.65
32890,FL,ORLANDO,28.46,-81.38
32893,FL,ORLANDO,28.42,-81.3
32898,FL,ORLANDO,28.53,-81.37
33107,FL,MIAMI,25.79,-80.31
33110,FL,MIAMI,25.85,-80.2
33121,FL,MIAMI,25.79,-80.31
33148,FL,MIAMI,25.79,-80.31
33195,FL,MIAMI,25.79,-80.31
33651,FL,TAMPA,27.95,-82.53
35225,AL,BIRMINGHAM,33.46,-86.81
35230,AL,BIRMINGHAM,33.46,-86.81
35240,AL,BIRMINGHAM,33.46,-86.81
35245,AL,BIRMINGHAM,33.46,-86.81
35263,AL,BIRMINGHAM,33.53,-86.78
35277,AL,BIRMINGHAM,33.44,-86.73
35278,AL,BIRMINGHAM,33.46,-86.81
35279,AL,BIRMINGHAM,33.42,-86.78
35280,AL,BIRMINGHAM,33.51,-86.8
35281,AL,BIRMINGHAM,33.51,-86.8
35286,AL,BIRMINGHAM,33.42,-86.78
35289,AL,BIRMINGHAM,33.51,-86.8
35299,AL,BIRMINGHAM,33.51,-86.8
37990,TN,KNOXVILLE,35.86,-84.12
38110,TN,MEMPHIS,35.05,-89.94
38142,TN,MEMPHIS,35.14,-90.04
38165,TN,MEMPHIS,35.14,-90.04
39235,MS,JACKSON,32.29,-90.18
40386,KY,VERSAILLES,38.02,-84.74
43098,OH,HEBRON,39.96,-82.49
43196,OH,GROVEPORT,39.86,-82.89
43198,OH,GROVEPORT,39.86,-82.89
43265,OH,COLUMBUS,39.96,-82.99
43299,OH,COLUMBUS,40.03,-82.86
43307,OH,MARION,40.58,-83.12
44178,OH,CLEVELAND,41.49,-81.69
44185,OH,CLEVELAND,41.49,-81.67
44189,OH,CLEVELAND,41.49,-81.67
44393,OH,AKRON,41.06,-81.52
44399,OH,AKRON,41.06,-81.52
44999,OH,MANSFIELD,40.76,-82.51
45463,OH,DAYTON,39.75,-84.17
46604,IN,SOUTH BEND,41.68,-86.25
46620,IN,SOUTH BEND,41.68,-86.25
47490,IN,BLOOMINGTON,39.09,-86.46
47727,IN,EVANSVILLE,38.08,-87.52
47739,IN,EVANSVILLE,38.02,-87.57
47741,IN,EVANSVILLE,37.97,-87.56
47744,IN,EVANSVILLE,37.91,-87.64
48559,MI,FLINT,43.02,-83.68
48802,MI,ALMA,43.37,-84.65
49069,MI,MARSHALL,42.27,-84.95
49121,MI,NILES,41.82,-86.25
49550,MI,GRAND RAPIDS,42.97,-85.67
50347,IA,DES MOINES,41.6,-93.6
50397,IA,DES MOINES,41.6,-93.6
55161,MN,SAINT PAUL,45.01,-93.15
55169,MN,SAINT PAUL,44.94,-93.09
55177,MN,SAINT PAUL,45.01,-93.15
55191,MN,SAINT PAUL,45.07,-93.19
55468,MN,MINNEAPOLIS,44.98,-93.26
57079,SD,YANKTON,42.87,-97.39
57188,SD,SIOUX FALLS,43.6,-96.7
57189,SD,SIOUX FALLS,43.6,-96.7
60679,IL,CHICAGO,41.87,-87.63
62224,IL,MASCOUTAH,38.49,-89.79
62713,IL,SPRINGFIELD,39.8,-89.64
62746,IL,SPRINGFIELD,39.8,-89.64
63190,MO,SAINT LOUIS,38.62,-90.19
63196,MO,SAINT LOUIS,38.62,-90.2
63198,MO,SAINT LOUIS,38.65,-90.56
64183,MO,KANSAS CITY,39.09,-94.57
64185,MO,KANSAS CITY,39.08,-94.58
64193,MO,KANSAS CITY,39.08,-94.58
64194,MO,KANSAS CITY,39.08,-94.58
64944,MO,KANSAS CITY,38.95,-94.57
66279,KS,SHAWNEE MISSION,39.01,-94.66
66637,KS,TOPEKA,39.01,-95.69
66642,KS,TOPEKA,39.06,-95.66
66652,KS,TOPEKA,39.05,-95.67
66653,KS,TOPEKA,39.05,-95.67
66692,KS,TOPEKA,39.05,-95.67
68181,NE,OMAHA,41.24,-95.93
70883,LA,BATON ROUGE,30.44,-91.18
71208,LA,MONROE,32.49,-92.07
72189,AR,MC CRORY,35.25,-91.2
73193,OK,OKLAHOMA CITY,35.45,-97.51
73197,OK,OKLAHOMA CITY,35.46,-97.51
73198,OK,OKLAHOMA CITY,35.52,-97.56
73199,OK,OKLAHOMA CITY,35.45,-97.51
74183,OK,TULSA,36.06,-95.94
74184,OK,TULSA,36.06,-95.94
74189,OK,TULSA,36.15,-95.99
74194,OK,TULSA,36.15,-95.99
75037,TX,IRVING,32.78,-96.8
75286,TX,DALLAS,32.78,-96.8
75310,TX,DALLAS,32.78,-96.8
75323,TX,DALLAS,32.96,-96.8
75353,TX,DALLAS,32.78,-96.8
75363,TX,DALLAS,32.93,-96.79
75364,TX,DALLAS,32.78,-96.8
75386,TX,DALLAS,32.78,-96.87
75387,TX,DALLAS,32.78,-96.8
77869,TX,NAVASOTA,30.35,-96.06
78275,TX,SAN ANTONIO,29.53,-98.42
78286,TX,SAN ANTONIO,29.42,-98.49
78461,TX,CORPUS CHRISTI,27.79,-97.42
78786,TX,AUSTIN,30.35,-97.65
78788,TX,AUSTIN,30.26,-97.74
79187,TX,AMARILLO,35.26,-101.71
80028,CO,LOUISVILLE,39.95,-105.14
80940,CO,COLORADO SPRINGS,38.88,-104.67
83721,ID,BOISE,43.61,-116.2
83727,ID,BOISE,43.61,-116.2
83730,ID,BOISE,43.61,-116.2
83733,ID,BOISE,43.61,-116.2
83757,ID,BOISE,43.61,-116.2
85077,AZ,PHOENIX,33.45,-111.97
85099,AZ,PHOENIX,33.45,-111.97
16554,PA,ERIE,42.11,-80.02
17091,PA,LEBANON,40.23,-76.92
17326,PA,GETTYSBURG,39.83,-77.23
18175,PA,ALLENTOWN,40.6,-75.46
18514,PA,SCRANTON,41.37,-75.68
18522,PA,SCRANTON,41.43,-75.64
19483,PA,VALLEY FORGE,40.08,-75.41
19487,PA,KING OF PRUSSIA,40.1,-75.47
21265,MD,BALTIMORE,39.29,-76.6
21268,MD,BALTIMORE,39.21,-76.72
21274,MD,BALTIMORE,39.29,-76.6
21283,MD,BALTIMORE,39.29,-76.61
21606,MD,EASTON,38.77,-76.07
21681,MD,RIDGELY,38.94,-75.88
21682,MD,RIDGELY,38.94,-75.88
21683,MD,RIDGELY,38.94,-75.88
21684,MD,RIDGELY,38.94,-75.88
21685,MD,RIDGELY,38.94,-75.88
21686,MD,RIDGELY,38.94,-75.88
21687,MD,RIDGELY,38.94,-75.88
21688,MD,RIDGELY,38.94,-75.88
22047,VA,FALLS CHURCH,38.86,-77.22
22092,VA,HERNDON,38.96,-77.38
22093,VA,ASHBURN,39.04,-77.48
22120,VA,MERRIFIELD,38.87,-77.22
22184,VA,VIENNA,38.9,-77.26
22218,VA,ARLINGTON,38.88,-77.09
22223,VA,ARLINGTON,38.88,-77.09
22229,VA,ARLINGTON,38.89,-77.07
22234,VA,ARLINGTON,38.89,-77.07
22321,VA,ALEXANDRIA,38.8,-77.05
22336,VA,ALEXANDRIA,38.8,-77.04
24044,VA,ROANOKE,37.27,-79.94
24045,VA,ROANOKE,37.27,-79.94
24048,VA,ROANOKE,37.27,-79.94
24512,VA,LYNCHBURG,37.45,-79.25
24544,VA,DANVILLE,36.58,-79.39
25429,WV,MARTINSBURG,39.32,-77.94
36621,AL,MOBILE,30.69,-88.04
36622,AL,MOBILE,30.69,-88.04
36690,AL,MOBILE,30.69,-88.04
37237,TN,NASHVILLE,36.16,-86.78
57192,SD,SIOUX FALLS,43.6,-96.7
57194,SD,SIOUX FALLS,43.6,-96.7
57195,SD,SIOUX FALLS,43.6,-96.7
57196,SD,SIOUX FALLS,43.54,-96.72
60049,IL,LAKE ZURICH,42.17,-87.99
60125,IL,CAROL STREAM,41.91,-88.12
60570,IL,HINSDALE,41.84,-87.9
60597,IL,FOX VALLEY,41.76,-88.22
60663,IL,CHICAGO,41.87,-87.63
75388,TX,DALLAS,32.78,-96.8
75396,TX,DALLAS,32.78,-96.8
76299,TX,ROANOKE,32.99,-97.23
76545,TX,KILLEEN,31.11,-97.72
76546,TX,KILLEEN,31.11,-97.72
76795,TX,WACO,31.47,-97.24
77298,TX,HOUSTON,29.76,-95.36
85289,AZ,TEMPE,33.4,-111.96
85313,AZ,GLENDALE,33.6,-112.16
85777,AZ,TUCSON,32.09,-110.91
90102,CA,LOS ANGELES,34.01,-118.19
90313,CA,INGLEWOOD,33.96,-118.35
90397,CA,INGLEWOOD,33.96,-118.35
90398,CA,INGLEWOOD,33.96,-118.35
90612,CA,WHITTIER,33.96,-118.02
90659,CA,NORWALK,33.9,-118.07
90845,CA,LONG BEACH,33.77,-118.18
90888,CA,LONG BEACH,33.77,-118.18
91131,CA,PASADENA,34.15,-118.15
91191,CA,PASADENA,34.15,-118.15
91363,CA,THOUSAND OAKS,34.14,-118.8
91388,CA,VAN NUYS,34.2,-118.47
91399,CA,WOODLAND HILLS,34.16,-118.6
91497,CA,VAN NUYS,34.2,-118.47
91797,CA,POMONA,34.08,-117.96
91798,CA,ONTARIO,34.06,-117.61
91799,CA,POMONA,34.05,-117.75
91841,CA,ALHAMBRA,34.09,-118.12
91990,CA,POTRERO,32.6,-116.61
92090,CA,EL CAJON,32.79,-116.96
92709,CA,IRVINE,33.67,-117.73
92710,CA,IRVINE,33.7,-117.81
93780,CA,FRESNO,36.73,-119.8
93784,CA,FRESNO,36.82,-119.76
94013,CA,DALY CITY,37.7,-122.45
94106,CA,SAN FRANCISCO,37.77,-122.41
94135,CA,SAN FRANCISCO,37.77,-122.41
94136,CA,SAN FRANCISCO,37.77,-122.41
94138,CA,SAN FRANCISCO,37.79,-122.4
94150,CA,SAN FRANCISCO,37.77,-122.41
94152,CA,SAN FRANCISCO,37.77,-122.41
94155,CA,SAN FRANCISCO,37.77,-122.41
94175,CA,SAN FRANCISCO,37.77,-122.41
94199,CA,SAN FRANCISCO,37.77,-122.41
94625,CA,OAKLAND,37.8,-122.31
97078,OR,BEAVERTON,45.48,-122.8
97251,OR,PORTLAND,45.52,-122.67
97253,OR,PORTLAND,45.52,-122.67
97254,OR,PORTLAND,45.52,-122.67
97255,OR,PORTLAND,45.52,-122.67
97259,OR,PORTLAND,45.52,-122.67
97271,OR,PORTLAND,45.52,-122.67
